external_id,title,description,instructor,price,duration_hours,language,difficulty_level,num_students,published_at,platform,category
C00340,Data Science: Statistics (2023-09),"Curso de Data Science enfocado en analysis, python, data. Nivel avanzado.",A. Pérez,0,30,pt,avanzado,14803,2023-09-17,FutureLearn,Data Science
C00341,Data Science: Pandas (2023-09),"Curso de Data Science enfocado en data, python, pandas. Nivel principiante.",M. García,89.99,8,pt,principiante,2117,2023-09-02,FutureLearn,Data Science
C00342,Data Science: Statistics (2023-09),"Curso de Data Science enfocado en data, pandas, analysis. Nivel intermedio.",S. Johnson,0,40,en,principiante,1475,2023-09-13,MITx,Data Science
C00343,Data Science: Pandas (2023-09),"Curso de Data Science enfocado en analysis, pandas, statistics. Nivel intermedio.",A. Pérez,29.99,40,pt,avanzado,9676,2023-09-17,FutureLearn,Data Science
C00344,Data Science: Statistics (2023-09),"Curso de Data Science enfocado en data, pandas, analysis. Nivel avanzado.",J. Smith,0,4,en,avanzado,12822,2023-09-04,MITx,Data Science
C00345,Data Science: Analysis (2023-09),"Curso de Data Science enfocado en statistics, analysis, data. Nivel avanzado.",N. Müller,49.99,30,en,avanzado,7800,2023-09-02,Udemy,Data Science
C00346,Data Science: Statistics (2023-09),"Curso de Data Science enfocado en data, statistics, python. Nivel intermedio.",S. Johnson,19.99,40,en,principiante,857,2023-09-24,edX,Data Science
C00347,Machine Learning: Machine Learning (2023-09),"Curso de Machine Learning enfocado en neural, ai, models. Nivel intermedio.",N. Müller,19.99,40,en,avanzado,1659,2023-09-28,Udemy,Machine Learning
C00348,Machine Learning: Neural (2023-09),"Curso de Machine Learning enfocado en deep, neural, models. Nivel avanzado.",C. Rossi,0,30,en,avanzado,1512,2023-09-07,edX,Machine Learning
C00349,Machine Learning: Deep (2023-09),"Curso de Machine Learning enfocado en deep, neural, machine learning. Nivel avanzado.",M. García,0,4,en,intermedio,11675,2023-09-17,MITx,Machine Learning
C00350,Machine Learning: Ai (2023-09),"Curso de Machine Learning enfocado en ai, machine learning, deep. Nivel principiante.",L. Chen,0,4,en,principiante,591,2023-09-15,MITx,Machine Learning
C00351,Machine Learning: Models (2023-09),"Curso de Machine Learning enfocado en neural, ai, models. Nivel avanzado.",C. Rossi,19.99,40,es,principiante,11210,2023-09-01,Coursera,Machine Learning
C00352,Machine Learning: Deep (2023-09),"Curso de Machine Learning enfocado en ai, deep, machine learning. Nivel intermedio.",S. Johnson,19.99,12,en,principiante,13774,2023-09-09,edX,Machine Learning
C00353,Machine Learning: Machine Learning (2023-09),"Curso de Machine Learning enfocado en deep, machine learning, ai. Nivel avanzado.",L. Chen,19.99,8,es,avanzado,3738,2023-09-22,Coursera,Machine Learning
C00354,Machine Learning: Deep (2023-09),"Curso de Machine Learning enfocado en ai, machine learning, neural. Nivel principiante.",N. Müller,19.99,8,en,avanzado,2887,2023-09-20,edX,Machine Learning
C00355,Machine Learning: Neural (2023-09),"Curso de Machine Learning enfocado en ai, neural, deep. Nivel avanzado.",R. Kumar,0,20,es,intermedio,14002,2023-09-12,Coursera,Machine Learning
C00356,Web Development: React (2023-09),"Curso de Web Development enfocado en html, frontend, react. Nivel principiante.",A. Pérez,29.99,30,en,avanzado,13866,2023-09-27,edX,Web Development
C00357,Web Development: Html (2023-09),"Curso de Web Development enfocado en html, react, javascript. Nivel avanzado.",J. Smith,49.99,20,en,principiante,5559,2023-09-09,Udemy,Web Development
C00358,Web Development: React (2023-09),"Curso de Web Development enfocado en react, javascript, web. Nivel avanzado.",L. Chen,19.99,4,en,avanzado,6670,2023-09-22,Udemy,Web Development
C00359,Web Development: Javascript (2023-09),"Curso de Web Development enfocado en web, frontend, javascript. Nivel intermedio.",C. Rossi,89.99,20,en,intermedio,12120,2023-09-02,Udemy,Web Development
C00360,Web Development: Html (2023-09),"Curso de Web Development enfocado en javascript, react, frontend. Nivel avanzado.",L. Chen,89.99,40,pt,avanzado,10508,2023-09-26,FutureLearn,Web Development
C00361,Web Development: React (2023-09),"Curso de Web Development enfocado en html, react, web. Nivel avanzado.",M. García,89.99,12,en,principiante,7763,2023-09-05,MITx,Web Development
C00362,Web Development: Html (2023-09),"Curso de Web Development enfocado en javascript, react, frontend. Nivel principiante.",L. Chen,89.99,12,en,principiante,12243,2023-09-28,Udemy,Web Development
C00363,Web Development: React (2023-09),"Curso de Web Development enfocado en react, html, frontend. Nivel intermedio.",N. Müller,29.99,4,en,intermedio,929,2023-09-28,Udemy,Web Development
C00364,Web Development: Html (2023-09),"Curso de Web Development enfocado en web, frontend, html. Nivel avanzado.",J. Smith,49.99,40,pt,intermedio,8730,2023-09-10,FutureLearn,Web Development
C00365,Cybersecurity: Network (2023-09),"Curso de Cybersecurity enfocado en hacking, encryption, risk. Nivel intermedio.",M. García,0,12,en,avanzado,3004,2023-09-25,edX,Cybersecurity
C00366,Cybersecurity: Hacking (2023-09),"Curso de Cybersecurity enfocado en network, hacking, encryption. Nivel principiante.",A. Pérez,29.99,20,es,intermedio,3480,2023-09-25,Coursera,Cybersecurity
C00367,Cybersecurity: Network (2023-09),"Curso de Cybersecurity enfocado en encryption, security, risk. Nivel avanzado.",C. Rossi,49.99,40,en,intermedio,6659,2023-09-14,edX,Cybersecurity
C00368,Cybersecurity: Security (2023-09),"Curso de Cybersecurity enfocado en security, network, hacking. Nivel intermedio.",A. Pérez,29.99,12,en,avanzado,3172,2023-09-01,MITx,Cybersecurity
C00369,Cloud Computing: Azure (2023-09),"Curso de Cloud Computing enfocado en azure, aws, cloud. Nivel intermedio.",R. Kumar,0,8,en,principiante,13547,2023-09-02,edX,Cloud Computing
C00370,Cloud Computing: Devops (2023-09),"Curso de Cloud Computing enfocado en containers, azure, aws. Nivel avanzado.",M. García,19.99,12,en,intermedio,5935,2023-09-25,Udemy,Cloud Computing
C00371,Cloud Computing: Devops (2023-09),"Curso de Cloud Computing enfocado en cloud, aws, containers. Nivel avanzado.",M. García,0,8,en,avanzado,409,2023-09-19,edX,Cloud Computing
C00372,Cloud Computing: Cloud (2023-09),"Curso de Cloud Computing enfocado en azure, cloud, aws. Nivel avanzado.",R. Kumar,0,30,pt,avanzado,846,2023-09-20,FutureLearn,Cloud Computing
C00373,Cloud Computing: Cloud (2023-09),"Curso de Cloud Computing enfocado en cloud, containers, azure. Nivel principiante.",C. Rossi,89.99,20,es,intermedio,2074,2023-09-18,Coursera,Cloud Computing
C00374,Business & Marketing: Business (2023-09),"Curso de Business & Marketing enfocado en management, strategy, sales. Nivel principiante.",R. Kumar,0,30,en,avanzado,11530,2023-09-05,edX,Business & Marketing
C00375,Business & Marketing: Sales (2023-09),"Curso de Business & Marketing enfocado en sales, business, marketing. Nivel principiante.",J. Smith,0,20,en,principiante,10027,2023-09-07,MITx,Business & Marketing
C00376,Business & Marketing: Marketing (2023-09),"Curso de Business & Marketing enfocado en management, strategy, marketing. Nivel principiante.",A. Pérez,49.99,30,en,intermedio,14965,2023-09-07,Udemy,Business & Marketing
C00377,Business & Marketing: Marketing (2023-09),"Curso de Business & Marketing enfocado en business, sales, management. Nivel principiante.",J. Smith,19.99,30,en,avanzado,8145,2023-09-05,MITx,Business & Marketing
C00378,Business & Marketing: Business (2023-09),"Curso de Business & Marketing enfocado en business, management, strategy. Nivel principiante.",N. Müller,49.99,12,es,intermedio,7656,2023-09-02,Coursera,Business & Marketing
C00379,Business & Marketing: Business (2023-09),"Curso de Business & Marketing enfocado en management, sales, strategy. Nivel intermedio.",C. Rossi,0,40,es,principiante,1606,2023-09-28,Coursera,Business & Marketing
C00380,Business & Marketing: Marketing (2023-09),"Curso de Business & Marketing enfocado en marketing, management, sales. Nivel intermedio.",R. Kumar,0,40,es,principiante,6155,2023-09-27,Coursera,Business & Marketing
C00381,Design & UX: Figma (2023-09),"Curso de Design & UX enfocado en figma, ui, ux. Nivel avanzado.",N. Müller,29.99,20,es,avanzado,14568,2023-09-26,Coursera,Design & UX
C00382,Design & UX: Ux (2023-09),"Curso de Design & UX enfocado en design, ux, prototyping. Nivel intermedio.",N. Müller,0,30,en,avanzado,7228,2023-09-06,edX,Design & UX
C00383,Design & UX: Ui (2023-09),"Curso de Design & UX enfocado en prototyping, design, ui. Nivel avanzado.",M. García,29.99,20,pt,intermedio,1900,2023-09-14,FutureLearn,Design & UX
C00384,Design & UX: Design (2023-09),"Curso de Design & UX enfocado en ui, prototyping, design. Nivel avanzado.",L. Chen,0,40,en,intermedio,8554,2023-09-17,MITx,Design & UX
C00385,Artificial Intelligence: Chatgpt (2023-09),"Curso de Artificial Intelligence enfocado en generative, chatgpt, prompt. Nivel avanzado.",C. Rossi,0,8,pt,avanzado,14665,2023-09-20,FutureLearn,Artificial Intelligence
C00386,Artificial Intelligence: Generative (2023-09),"Curso de Artificial Intelligence enfocado en prompt, chatgpt, generative. Nivel principiante.",J. Smith,0,20,es,intermedio,3996,2023-09-11,Coursera,Artificial Intelligence
C00387,Artificial Intelligence: Prompt (2023-09),"Curso de Artificial Intelligence enfocado en generative, chatgpt, prompt. Nivel principiante.",J. Smith,0,20,en,intermedio,13177,2023-09-19,Udemy,Artificial Intelligence
C00388,Artificial Intelligence: Chatgpt (2023-09),"Curso de Artificial Intelligence enfocado en chatgpt, llm, ai. Nivel intermedio.",A. Pérez,0,4,en,intermedio,6805,2023-09-02,MITx,Artificial Intelligence
C00389,Data Science: Pandas (2023-10),"Curso de Data Science enfocado en pandas, analysis, statistics. Nivel avanzado.",L. Chen,0,40,es,avanzado,7524,2023-10-11,Coursera,Data Science
C00390,Data Science: Data (2023-10),"Curso de Data Science enfocado en statistics, analysis, pandas. Nivel avanzado.",N. Müller,0,40,en,avanzado,6002,2023-10-23,Udemy,Data Science
C00391,Data Science: Python (2023-10),"Curso de Data Science enfocado en data, python, pandas. Nivel intermedio.",R. Kumar,0,30,en,avanzado,6175,2023-10-23,MITx,Data Science
C00392,Data Science: Data (2023-10),"Curso de Data Science enfocado en statistics, data, analysis. Nivel avanzado.",C. Rossi,0,4,es,intermedio,10058,2023-10-07,Coursera,Data Science
C00393,Data Science: Statistics (2023-10),"Curso de Data Science enfocado en data, statistics, python. Nivel avanzado.",S. Johnson,0,4,en,intermedio,811,2023-10-21,edX,Data Science
C00394,Data Science: Statistics (2023-10),"Curso de Data Science enfocado en statistics, data, pandas. Nivel principiante.",A. Pérez,0,30,pt,intermedio,13793,2023-10-19,FutureLearn,Data Science
C00395,Data Science: Data (2023-10),"Curso de Data Science enfocado en pandas, data, analysis. Nivel principiante.",J. Smith,49.99,20,en,avanzado,9889,2023-10-20,MITx,Data Science
C00396,Data Science: Statistics (2023-10),"Curso de Data Science enfocado en statistics, data, pandas. Nivel intermedio.",S. Johnson,49.99,12,en,intermedio,13235,2023-10-05,Udemy,Data Science
C00397,Data Science: Pandas (2023-10),"Curso de Data Science enfocado en pandas, analysis, statistics. Nivel avanzado.",S. Johnson,29.99,40,en,avanzado,9119,2023-10-21,edX,Data Science
C00398,Data Science: Data (2023-10),"Curso de Data Science enfocado en pandas, analysis, statistics. Nivel intermedio.",M. García,0,40,en,avanzado,2963,2023-10-17,edX,Data Science
C00399,Machine Learning: Machine Learning (2023-10),"Curso de Machine Learning enfocado en neural, deep, ai. Nivel avanzado.",C. Rossi,89.99,40,en,avanzado,14695,2023-10-27,Udemy,Machine Learning
C00400,Machine Learning: Deep (2023-10),"Curso de Machine Learning enfocado en machine learning, ai, deep. Nivel intermedio.",M. García,19.99,4,pt,avanzado,977,2023-10-07,FutureLearn,Machine Learning
C00401,Machine Learning: Neural (2023-10),"Curso de Machine Learning enfocado en neural, models, machine learning. Nivel avanzado.",R. Kumar,0,8,en,avanzado,579,2023-10-12,Udemy,Machine Learning
C00402,Machine Learning: Ai (2023-10),"Curso de Machine Learning enfocado en ai, models, neural. Nivel avanzado.",C. Rossi,0,8,en,avanzado,12900,2023-10-26,MITx,Machine Learning
C00403,Machine Learning: Machine Learning (2023-10),"Curso de Machine Learning enfocado en deep, ai, models. Nivel avanzado.",S. Johnson,89.99,30,en,principiante,262,2023-10-24,Udemy,Machine Learning
C00404,Machine Learning: Ai (2023-10),"Curso de Machine Learning enfocado en deep, models, neural. Nivel avanzado.",S. Johnson,0,30,en,avanzado,12148,2023-10-20,Udemy,Machine Learning
C00405,Machine Learning: Models (2023-10),"Curso de Machine Learning enfocado en neural, deep, machine learning. Nivel avanzado.",J. Smith,89.99,8,en,principiante,12093,2023-10-17,edX,Machine Learning
C00406,Machine Learning: Machine Learning (2023-10),"Curso de Machine Learning enfocado en deep, neural, ai. Nivel intermedio.",M. García,29.99,8,es,avanzado,13911,2023-10-09,Coursera,Machine Learning
C00407,Machine Learning: Deep (2023-10),"Curso de Machine Learning enfocado en models, machine learning, deep. Nivel intermedio.",A. Pérez,19.99,40,es,avanzado,13864,2023-10-22,Coursera,Machine Learning
C00408,Web Development: React (2023-10),"Curso de Web Development enfocado en web, react, frontend. Nivel principiante.",M. García,49.99,30,pt,principiante,12932,2023-10-17,FutureLearn,Web Development
C00409,Web Development: Html (2023-10),"Curso de Web Development enfocado en html, frontend, web. Nivel intermedio.",L. Chen,29.99,8,en,avanzado,5487,2023-10-11,edX,Web Development
C00410,Web Development: Javascript (2023-10),"Curso de Web Development enfocado en html, frontend, react. Nivel avanzado.",A. Pérez,19.99,4,en,avanzado,5718,2023-10-15,Udemy,Web Development
C00411,Web Development: Html (2023-10),"Curso de Web Development enfocado en html, javascript, web. Nivel avanzado.",S. Johnson,89.99,20,en,principiante,6372,2023-10-09,edX,Web Development
C00412,Web Development: React (2023-10),"Curso de Web Development enfocado en web, react, frontend. Nivel avanzado.",N. Müller,89.99,20,pt,principiante,4906,2023-10-21,FutureLearn,Web Development
C00413,Web Development: Html (2023-10),"Curso de Web Development enfocado en web, html, frontend. Nivel avanzado.",A. Pérez,19.99,40,en,principiante,3503,2023-10-22,edX,Web Development
C00414,Web Development: Frontend (2023-10),"Curso de Web Development enfocado en web, javascript, react. Nivel avanzado.",C. Rossi,89.99,40,en,principiante,12287,2023-10-22,edX,Web Development
C00415,Web Development: Frontend (2023-10),"Curso de Web Development enfocado en react, web, frontend. Nivel principiante.",A. Pérez,0,8,en,intermedio,9193,2023-10-03,edX,Web Development
C00416,Web Development: React (2023-10),"Curso de Web Development enfocado en frontend, html, javascript. Nivel avanzado.",C. Rossi,0,20,pt,intermedio,326,2023-10-13,FutureLearn,Web Development
C00417,Cybersecurity: Risk (2023-10),"Curso de Cybersecurity enfocado en security, risk, hacking. Nivel principiante.",S. Johnson,0,30,pt,principiante,4798,2023-10-26,FutureLearn,Cybersecurity
C00418,Cybersecurity: Security (2023-10),"Curso de Cybersecurity enfocado en hacking, encryption, network. Nivel intermedio.",A. Pérez,49.99,20,en,principiante,8790,2023-10-08,Udemy,Cybersecurity
C00419,Cybersecurity: Encryption (2023-10),"Curso de Cybersecurity enfocado en risk, hacking, encryption. Nivel principiante.",R. Kumar,89.99,40,en,avanzado,10665,2023-10-12,edX,Cybersecurity
C00420,Cybersecurity: Risk (2023-10),"Curso de Cybersecurity enfocado en network, security, encryption. Nivel principiante.",C. Rossi,49.99,30,es,avanzado,1444,2023-10-10,Coursera,Cybersecurity
C00421,Cybersecurity: Hacking (2023-10),"Curso de Cybersecurity enfocado en network, encryption, hacking. Nivel avanzado.",M. García,89.99,8,en,principiante,3667,2023-10-20,edX,Cybersecurity
C00422,Cloud Computing: Aws (2023-10),"Curso de Cloud Computing enfocado en containers, cloud, azure. Nivel intermedio.",J. Smith,0,12,en,avanzado,1153,2023-10-09,edX,Cloud Computing
C00423,Cloud Computing: Containers (2023-10),"Curso de Cloud Computing enfocado en devops, azure, aws. Nivel principiante.",L. Chen,0,4,es,intermedio,10200,2023-10-03,Coursera,Cloud Computing
C00424,Cloud Computing: Devops (2023-10),"Curso de Cloud Computing enfocado en devops, azure, containers. Nivel avanzado.",R. Kumar,19.99,40,en,avanzado,2546,2023-10-19,edX,Cloud Computing
C00425,Cloud Computing: Azure (2023-10),"Curso de Cloud Computing enfocado en devops, aws, cloud. Nivel intermedio.",L. Chen,19.99,8,pt,avanzado,12171,2023-10-21,FutureLearn,Cloud Computing
C00426,Cloud Computing: Azure (2023-10),"Curso de Cloud Computing enfocado en aws, azure, containers. Nivel intermedio.",N. Müller,19.99,12,en,intermedio,8028,2023-10-18,MITx,Cloud Computing
C00427,Cloud Computing: Containers (2023-10),"Curso de Cloud Computing enfocado en cloud, azure, containers. Nivel avanzado.",L. Chen,0,12,es,avanzado,14571,2023-10-21,Coursera,Cloud Computing
C00428,Business & Marketing: Sales (2023-10),"Curso de Business & Marketing enfocado en business, strategy, management. Nivel principiante.",A. Pérez,0,30,es,intermedio,8954,2023-10-18,Coursera,Business & Marketing
C00429,Business & Marketing: Marketing (2023-10),"Curso de Business & Marketing enfocado en management, strategy, business. Nivel avanzado.",R. Kumar,89.99,8,en,intermedio,8260,2023-10-17,MITx,Business & Marketing
C00430,Business & Marketing: Management (2023-10),"Curso de Business & Marketing enfocado en sales, business, management. Nivel principiante.",M. García,29.99,30,es,principiante,7360,2023-10-06,Coursera,Business & Marketing
C00431,Business & Marketing: Sales (2023-10),"Curso de Business & Marketing enfocado en marketing, strategy, sales. Nivel principiante.",L. Chen,49.99,20,en,principiante,1079,2023-10-09,edX,Business & Marketing
C00432,Business & Marketing: Business (2023-10),"Curso de Business & Marketing enfocado en marketing, management, sales. Nivel intermedio.",N. Müller,0,4,en,principiante,10675,2023-10-11,Udemy,Business & Marketing
C00433,Business & Marketing: Sales (2023-10),"Curso de Business & Marketing enfocado en management, sales, strategy. Nivel avanzado.",M. García,89.99,20,es,avanzado,6251,2023-10-12,Coursera,Business & Marketing
C00434,Design & UX: Ui (2023-10),"Curso de Design & UX enfocado en figma, ux, ui. Nivel intermedio.",S. Johnson,49.99,12,es,intermedio,13036,2023-10-16,Coursera,Design & UX
C00435,Design & UX: Prototyping (2023-10),"Curso de Design & UX enfocado en ux, figma, design. Nivel principiante.",J. Smith,0,30,pt,avanzado,4650,2023-10-07,FutureLearn,Design & UX
C00436,Design & UX: Ux (2023-10),"Curso de Design & UX enfocado en ui, design, prototyping. Nivel principiante.",C. Rossi,0,12,en,avanzado,1906,2023-10-16,edX,Design & UX
C00437,Design & UX: Ux (2023-10),"Curso de Design & UX enfocado en prototyping, ux, ui. Nivel intermedio.",A. Pérez,29.99,8,en,principiante,2145,2023-10-19,MITx,Design & UX
C00438,Design & UX: Ux (2023-10),"Curso de Design & UX enfocado en prototyping, design, ui. Nivel principiante.",A. Pérez,0,8,pt,intermedio,2999,2023-10-17,FutureLearn,Design & UX
C00439,Artificial Intelligence: Ai (2023-10),"Curso de Artificial Intelligence enfocado en llm, ai, chatgpt. Nivel intermedio.",N. Müller,49.99,20,pt,principiante,3644,2023-10-27,FutureLearn,Artificial Intelligence
C00440,Artificial Intelligence: Generative (2023-10),"Curso de Artificial Intelligence enfocado en prompt, generative, llm. Nivel avanzado.",R. Kumar,49.99,8,en,avanzado,11282,2023-10-11,MITx,Artificial Intelligence
C00441,Artificial Intelligence: Prompt (2023-10),"Curso de Artificial Intelligence enfocado en ai, generative, chatgpt. Nivel intermedio.",M. García,49.99,4,en,principiante,3365,2023-10-17,MITx,Artificial Intelligence
C00442,Artificial Intelligence: Chatgpt (2023-10),"Curso de Artificial Intelligence enfocado en generative, ai, chatgpt. Nivel intermedio.",A. Pérez,89.99,30,pt,avanzado,12377,2023-10-04,FutureLearn,Artificial Intelligence
C00443,Artificial Intelligence: Generative (2023-10),"Curso de Artificial Intelligence enfocado en prompt, ai, llm. Nivel avanzado.",C. Rossi,29.99,30,es,intermedio,6118,2023-10-28,Coursera,Artificial Intelligence
C00444,Data Science: Data (2023-11),"Curso de Data Science enfocado en statistics, pandas, data. Nivel avanzado.",J. Smith,29.99,20,pt,principiante,4220,2023-11-16,FutureLearn,Data Science
C00445,Data Science: Analysis (2023-11),"Curso de Data Science enfocado en pandas, statistics, data. Nivel principiante.",A. Pérez,0,40,en,avanzado,12983,2023-11-01,edX,Data Science
C00446,Data Science: Python (2023-11),"Curso de Data Science enfocado en pandas, python, data. Nivel avanzado.",L. Chen,49.99,40,pt,intermedio,6748,2023-11-12,FutureLearn,Data Science
C00447,Data Science: Statistics (2023-11),"Curso de Data Science enfocado en pandas, analysis, data. Nivel avanzado.",C. Rossi,0,30,es,intermedio,10075,2023-11-09,Coursera,Data Science
C00448,Data Science: Statistics (2023-11),"Curso de Data Science enfocado en pandas, statistics, python. Nivel intermedio.",N. Müller,0,12,en,intermedio,9514,2023-11-12,MITx,Data Science
C00449,Data Science: Data (2023-11),"Curso de Data Science enfocado en python, data, statistics. Nivel avanzado.",M. García,89.99,4,en,principiante,8378,2023-11-13,MITx,Data Science
C00450,Data Science: Pandas (2023-11),"Curso de Data Science enfocado en python, data, statistics. Nivel avanzado.",A. Pérez,49.99,4,en,principiante,7777,2023-11-20,Udemy,Data Science
C00451,Data Science: Python (2023-11),"Curso de Data Science enfocado en analysis, data, statistics. Nivel principiante.",A. Pérez,0,40,en,intermedio,6614,2023-11-20,MITx,Data Science
C00452,Data Science: Pandas (2023-11),"Curso de Data Science enfocado en python, data, analysis. Nivel intermedio.",N. Müller,19.99,4,pt,principiante,13985,2023-11-22,FutureLearn,Data Science
C00453,Machine Learning: Models (2023-11),"Curso de Machine Learning enfocado en machine learning, models, neural. Nivel principiante.",A. Pérez,19.99,12,pt,principiante,10781,2023-11-01,FutureLearn,Machine Learning
C00454,Machine Learning: Neural (2023-11),"Curso de Machine Learning enfocado en deep, neural, ai. Nivel intermedio.",C. Rossi,0,30,en,principiante,8532,2023-11-01,edX,Machine Learning
C00455,Machine Learning: Ai (2023-11),"Curso de Machine Learning enfocado en neural, ai, models. Nivel intermedio.",L. Chen,0,30,es,principiante,7500,2023-11-13,Coursera,Machine Learning
C00456,Machine Learning: Neural (2023-11),"Curso de Machine Learning enfocado en models, deep, neural. Nivel principiante.",J. Smith,0,30,pt,intermedio,5620,2023-11-04,FutureLearn,Machine Learning
C00457,Machine Learning: Ai (2023-11),"Curso de Machine Learning enfocado en ai, neural, deep. Nivel intermedio.",C. Rossi,19.99,30,pt,intermedio,12665,2023-11-08,FutureLearn,Machine Learning
C00458,Machine Learning: Deep (2023-11),"Curso de Machine Learning enfocado en ai, machine learning, models. Nivel principiante.",R. Kumar,29.99,4,en,intermedio,10431,2023-11-26,Udemy,Machine Learning
C00459,Machine Learning: Models (2023-11),"Curso de Machine Learning enfocado en neural, deep, models. Nivel avanzado.",A. Pérez,89.99,40,en,intermedio,4117,2023-11-10,edX,Machine Learning
C00460,Machine Learning: Neural (2023-11),"Curso de Machine Learning enfocado en machine learning, models, deep. Nivel intermedio.",S. Johnson,29.99,8,es,avanzado,4458,2023-11-06,Coursera,Machine Learning
C00461,Machine Learning: Models (2023-11),"Curso de Machine Learning enfocado en models, ai, deep. Nivel principiante.",L. Chen,29.99,8,en,principiante,13752,2023-11-20,edX,Machine Learning
C00462,Machine Learning: Machine Learning (2023-11),"Curso de Machine Learning enfocado en machine learning, ai, neural. Nivel avanzado.",N. Müller,0,30,en,principiante,12571,2023-11-28,Udemy,Machine Learning
C00463,Machine Learning: Deep (2023-11),"Curso de Machine Learning enfocado en neural, ai, models. Nivel avanzado.",R. Kumar,0,20,pt,principiante,12571,2023-11-17,FutureLearn,Machine Learning
C00464,Machine Learning: Models (2023-11),"Curso de Machine Learning enfocado en ai, models, machine learning. Nivel avanzado.",C. Rossi,29.99,20,en,avanzado,583,2023-11-17,Udemy,Machine Learning
C00465,Web Development: Web (2023-11),"Curso de Web Development enfocado en html, frontend, javascript. Nivel avanzado.",A. Pérez,29.99,4,en,avanzado,3502,2023-11-13,edX,Web Development
C00466,Web Development: React (2023-11),"Curso de Web Development enfocado en react, html, web. Nivel avanzado.",R. Kumar,0,8,pt,intermedio,7772,2023-11-20,FutureLearn,Web Development
C00467,Web Development: Javascript (2023-11),"Curso de Web Development enfocado en frontend, html, web. Nivel intermedio.",S. Johnson,19.99,12,en,intermedio,4631,2023-11-15,Udemy,Web Development
C00468,Web Development: Javascript (2023-11),"Curso de Web Development enfocado en html, javascript, web. Nivel avanzado.",R. Kumar,49.99,8,en,avanzado,7131,2023-11-28,edX,Web Development
C00469,Web Development: Javascript (2023-11),"Curso de Web Development enfocado en javascript, frontend, web. Nivel principiante.",C. Rossi,0,20,en,principiante,14685,2023-11-28,MITx,Web Development
C00470,Web Development: React (2023-11),"Curso de Web Development enfocado en frontend, react, javascript. Nivel avanzado.",A. Pérez,49.99,20,pt,principiante,11363,2023-11-06,FutureLearn,Web Development
C00471,Web Development: React (2023-11),"Curso de Web Development enfocado en frontend, web, javascript. Nivel avanzado.",S. Johnson,0,12,es,intermedio,5953,2023-11-18,Coursera,Web Development
C00472,Web Development: React (2023-11),"Curso de Web Development enfocado en web, frontend, html. Nivel intermedio.",L. Chen,19.99,30,pt,avanzado,10697,2023-11-21,FutureLearn,Web Development
C00473,Web Development: React (2023-11),"Curso de Web Development enfocado en react, html, frontend. Nivel avanzado.",N. Müller,0,40,pt,intermedio,14625,2023-11-03,FutureLearn,Web Development
C00474,Cybersecurity: Network (2023-11),"Curso de Cybersecurity enfocado en network, hacking, risk. Nivel avanzado.",C. Rossi,29.99,4,en,principiante,2704,2023-11-11,Udemy,Cybersecurity
C00475,Cybersecurity: Hacking (2023-11),"Curso de Cybersecurity enfocado en hacking, risk, encryption. Nivel avanzado.",C. Rossi,19.99,12,en,intermedio,12845,2023-11-28,edX,Cybersecurity
C00476,Cybersecurity: Risk (2023-11),"Curso de Cybersecurity enfocado en risk, encryption, network. Nivel principiante.",M. García,89.99,4,en,principiante,11973,2023-11-08,Udemy,Cybersecurity
C00477,Cybersecurity: Security (2023-11),"Curso de Cybersecurity enfocado en network, risk, encryption. Nivel principiante.",J. Smith,89.99,4,en,intermedio,9035,2023-11-02,Udemy,Cybersecurity
C00478,Cybersecurity: Risk (2023-11),"Curso de Cybersecurity enfocado en security, risk, network. Nivel avanzado.",M. García,29.99,4,es,avanzado,14557,2023-11-13,Coursera,Cybersecurity
C00479,Cloud Computing: Azure (2023-11),"Curso de Cloud Computing enfocado en devops, aws, cloud. Nivel avanzado.",M. García,89.99,4,en,principiante,10921,2023-11-12,edX,Cloud Computing
C00480,Cloud Computing: Devops (2023-11),"Curso de Cloud Computing enfocado en containers, azure, devops. Nivel intermedio.",M. García,29.99,40,en,avanzado,2950,2023-11-19,Udemy,Cloud Computing
C00481,Cloud Computing: Containers (2023-11),"Curso de Cloud Computing enfocado en devops, azure, aws. Nivel intermedio.",L. Chen,29.99,4,pt,intermedio,5094,2023-11-12,FutureLearn,Cloud Computing
C00482,Cloud Computing: Aws (2023-11),"Curso de Cloud Computing enfocado en azure, cloud, devops. Nivel avanzado.",M. García,19.99,12,en,intermedio,7737,2023-11-18,MITx,Cloud Computing
C00483,Cloud Computing: Devops (2023-11),"Curso de Cloud Computing enfocado en devops, azure, cloud. Nivel intermedio.",R. Kumar,89.99,30,es,principiante,13104,2023-11-01,Coursera,Cloud Computing
C00484,Business & Marketing: Sales (2023-11),"Curso de Business & Marketing enfocado en strategy, sales, business. Nivel principiante.",C. Rossi,29.99,20,en,principiante,4358,2023-11-03,edX,Business & Marketing
C00485,Business & Marketing: Marketing (2023-11),"Curso de Business & Marketing enfocado en sales, management, marketing. Nivel avanzado.",R. Kumar,89.99,20,en,principiante,14033,2023-11-03,MITx,Business & Marketing
C00486,Business & Marketing: Management (2023-11),"Curso de Business & Marketing enfocado en business, strategy, management. Nivel intermedio.",R. Kumar,0,40,en,avanzado,8110,2023-11-07,edX,Business & Marketing
